price,model_year,model,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed,condition
13750,2012,toyota camry,4,gas,40000,automatic,sedan,Unknown,0,2018-11-10,19,excellent
28999,2011,ram 2500,6,diesel,182562,automatic,truck,blue,1,2018-12-26,29,salvage
16695,2011,chevrolet silverado 1500,8,gas,65795,automatic,pickup,Unknown,1,2018-12-05,4,good
2400,2004,honda accord,6,gas,275800,automatic,coupe,black,0,2019-01-31,36,salvage
2400,2003,volkswagen jetta,4,gas,190400,automatic,sedan,silver,0,2018-06-26,35,salvage
6800,2012,ford fusion,4,gas,82000,automatic,sedan,Unknown,0,2019-02-02,27,good
5500,2010,jeep grand cherokee,6,gas,173000,automatic,SUV,Unknown,1,2018-07-11,22,fair
6400,2011,chevrolet malibu,6,gas,114000,automatic,sedan,custom,0,2018-05-17,18,fair
1500,2004,volkswagen passat,4,gas,130000,manual,sedan,green,0,2018-10-03,119,fair
9450,2011,toyota sienna,6,gas,155144,automatic,mini-van,silver,0,2018-06-27,33,fair
34500,2015,ford f350 super duty,8,diesel,129000,automatic,truck,grey,1,2018-12-31,45,fair
5995,2000,ford f-150,8,gas,138297,automatic,truck,green,1,2018-11-27,51,fair
2995,2002,toyota camry le,4,gas,213865,automatic,sedan,silver,0,2018-07-02,19,salvage
3495,2006,jeep grand cherokee laredo,6,gas,157065,automatic,SUV,red,0,2018-09-05,26,fair
22499,2017,buick enclave,6,gas,18742,automatic,SUV,silver,0,2018-07-14,51,excellent
11000,2011,ram 1500,8,gas,136172,automatic,truck,grey,1,2018-07-30,59,fair
2995,2007,ford focus,4,gas,143526,automatic,sedan,grey,0,2018-05-24,39,fair
14995,2015,ford taurus,6,gas,103273,automatic,sedan,Unknown,1,2018-08-06,86,fair
20995,2014,chevrolet silverado 1500,8,gas,113703,automatic,truck,white,1,2018-07-22,71,fair
5995,2008,ford escape,6,gas,120012,automatic,SUV,white,0,2019-02-18,51,fair
9995,2012,toyota camry,4,gas,90948,automatic,sedan,Unknown,0,2018-12-19,18,good
4995,2009,nissan altima,4,gas,115676,automatic,sedan,Unknown,0,2018-11-11,71,fair
9995,2014,honda civic,4,gas,96397,automatic,sedan,black,0,2018-11-21,9,good
9995,2007,cadillac escalade,8,gas,132310,automatic,SUV,Unknown,1,2019-03-12,23,fair
7995,2008,ram 1500,8,gas,132346,automatic,truck,white,1,2019-04-14,31,fair
11995,2011,ram 1500,8,gas,116861,automatic,truck,Unknown,1,2019-04-08,22,fair
7995,2011,ford fusion,6,gas,88105,automatic,sedan,black,1,2019-03-27,51,good
9925,2011,chevrolet silverado 1500,6,gas,112909,automatic,truck,blue,0,2018-07-19,79,fair
3995,2008,ford fusion,4,gas,169891,automatic,sedan,black,0,2018-12-06,12,fair
5495,2010,ford edge,6,gas,168210,automatic,SUV,white,1,2019-02-13,19,fair
4995,2005,ford f-150,8,gas,138760,automatic,truck,red,1,2018-11-03,19,fair
3995,2006,ford fusion,4,gas,107990,automatic,sedan,red,0,2019-03-21,14,fair
4995,2009,ford escape,4,gas,100612,automatic,SUV,Unknown,0,2018-10-01,69,fair
26900,2014,ford f-250 sd,8,diesel,146920,automatic,truck,white,1,2018-10-15,117,fair
2750,1999,nissan maxima,6,gas,115000,automatic,sedan,brown,0,2019-01-05,43,fair
20900,2012,chevrolet silverado 2500hd,8,diesel,187375,automatic,truck,black,1,2018-11-27,17,salvage
23500,2012,ford f-250 sd,8,gas,104850,automatic,truck,black,1,2019-03-15,14,fair
9900,2014,jeep grand cherokee,6,gas,183981,automatic,SUV,grey,1,2019-01-25,35,salvage
4900,2013,nissan versa,4,gas,98185,automatic,sedan,silver,0,2018-10-13,39,good
16000,2012,ford f-150,6,gas,105000,automatic,truck,red,1,2019-03-15,25,fair
4990,1998,ram 1500,8,gas,164405,automatic,truck,Unknown,1,2019-03-25,53,fair
8500,2010,ford f-150,8,gas,189000,automatic,truck,Unknown,1,2018-11-22,19,salvage
15500,2016,honda civic,4,gas,46000,automatic,coupe,Unknown,0,2018-10-16,59,good
1999,2005,chrysler town & country,6,gas,168271,automatic,mini-van,blue,0,2019-01-28,50,fair
795,2014,toyota camry,4,gas,145179,automatic,sedan,Unknown,0,2018-12-31,6,fair
2495,2010,ford fusion se,4,gas,186348,automatic,sedan,black,0,2019-03-07,54,salvage
11990,2016,chrysler town & country,6,gas,100300,automatic,mini-van,silver,0,2018-07-17,116,fair
14993,2004,chevrolet silverado 2500hd,8,gas,47023,automatic,pickup,green,0,2018-11-04,5,good
2493,1999,ram 1500,8,gas,192869,automatic,pickup,red,0,2018-06-19,55,salvage
1500,2006,nissan maxima,6,gas,148000,automatic,sedan,white,0,2019-04-10,28,fair
4500,2012,chrysler 200,4,gas,85000,automatic,sedan,grey,0,2019-04-01,32,good
14000,2011,chevrolet camaro,6,gas,52300,automatic,coupe,red,0,2019-02-23,12,good
4000,2004,jeep grand cherokee laredo,6,gas,164500,automatic,SUV,black,1,2019-03-23,32,fair
23000,2014,ford f150 supercrew cab xlt,6,gas,77994,other,pickup,Unknown,1,2018-08-26,24,good
2995,2005,toyota corolla,4,gas,199000,automatic,sedan,silver,0,2018-09-03,16,salvage
4995,2007,jeep grand cherokee,6,gas,173782,automatic,SUV,black,1,2019-01-12,10,fair
8495,2009,honda pilot,6,gas,121107,automatic,SUV,silver,1,2019-02-14,8,fair
7995,2011,toyota rav4,4,gas,118598,automatic,SUV,white,1,2018-07-28,74,fair
6995,2007,toyota rav4,4,gas,150000,automatic,SUV,black,1,2018-05-08,47,fair
7900,2013,honda accord,4,gas,151087,automatic,sedan,grey,0,2018-11-02,51,fair
4300,2011,ford fusion,4,hybrid,4300,automatic,sedan,green,0,2019-03-09,19,like new
5895,2014,chevrolet malibu,4,gas,103000,automatic,sedan,black,0,2018-06-17,19,fair
5000,2009,honda civic lx,4,gas,96229,automatic,sedan,grey,0,2018-12-13,11,good
22499,2006,ram 2500,6,diesel,142530,automatic,truck,Unknown,1,2019-03-18,56,fair
5995,1999,ford f350 super duty,8,diesel,245947,automatic,truck,white,1,2019-01-07,69,salvage
35600,2018,chevrolet silverado 1500 crew,8,gas,6915,automatic,pickup,white,1,2018-08-26,32,like new
1099,2001,acura tl,6,gas,226000,automatic,sedan,Unknown,0,2019-03-06,28,salvage
2800,2004,hyundai santa fe,6,gas,104266,automatic,SUV,silver,0,2019-01-12,64,fair
6100,2009,nissan rogue,4,gas,93500,automatic,SUV,blue,0,2018-07-09,19,good
5600,2001,ram 2500,8,gas,196200,automatic,pickup,white,1,2018-11-08,91,salvage
3500,1987,ford f-150,8,diesel,128000,automatic,truck,brown,0,2019-01-29,36,fair
9700,2011,nissan maxima,6,gas,91708,automatic,sedan,white,0,2018-08-17,31,good
12500,2007,cadillac escalade,8,gas,120000,automatic,SUV,Unknown,0,2018-07-24,43,fair
1200,2001,ram 1500,8,gas,229099,automatic,truck,white,0,2019-01-10,50,salvage
25900,2016,ford f-150,6,gas,78257,automatic,truck,Unknown,1,2019-01-24,38,good
18999,2015,gmc sierra 1500,8,gas,101940,automatic,truck,brown,1,2018-07-16,37,fair
20500,2013,ram 1500,8,gas,75900,automatic,truck,grey,1,2018-06-09,23,good
43950,2013,ford f350,8,diesel,59573,automatic,truck,white,1,2018-07-08,35,good
13500,2013,chrysler 300,6,gas,65078,automatic,sedan,blue,1,2019-04-16,22,good
11059,2015,ford escape,4,gas,78201,automatic,SUV,red,0,2018-10-24,21,good
13500,1999,chevrolet corvette,8,gas,46847,automatic,convertible,Unknown,0,2018-07-16,66,good
9300,2018,nissan sentra,4,gas,14536,automatic,sedan,blue,0,2019-02-27,21,excellent
3495,2006,jeep grand cherokee laredo,6,gas,157065,automatic,SUV,red,0,2018-12-18,17,fair
10600,2016,toyota corolla,4,gas,69733,automatic,sedan,red,0,2018-11-09,23,good
5995,2009,chevrolet silverado 1500,8,gas,213763,automatic,truck,white,0,2018-11-11,63,salvage
4995,2006,chevrolet silverado 1500,8,gas,170039,automatic,truck,white,0,2018-09-12,87,fair
9988,2015,toyota corolla,4,gas,84433,automatic,sedan,grey,0,2018-09-02,6,good
9988,2012,jeep grand cherokee,6,gas,170417,automatic,SUV,black,1,2018-08-29,35,fair
1500,2005,honda civic,4,gas,121000,automatic,sedan,black,0,2019-03-08,23,fair
3000,2006,honda accord,6,gas,191931,automatic,sedan,grey,0,2019-03-31,23,salvage
4988,2012,nissan altima,4,gas,164987,automatic,coupe,Unknown,0,2018-05-13,65,fair
2495,2007,honda odyssey,6,gas,108381,automatic,mini-van,white,0,2019-01-10,90,fair
13995,2014,subaru outback,6,gas,136931,automatic,wagon,white,1,2018-09-28,17,fair
20000,2006,ram 2500,6,diesel,146415,manual,pickup,grey,1,2018-06-19,49,fair
16995,2014,ford f-150,6,gas,159025,automatic,pickup,white,1,2019-04-02,40,fair
17995,2014,ram 1500,8,gas,111580,automatic,truck,Unknown,1,2018-12-24,33,fair
25100,2014,ford f150 supercrew cab xlt,6,gas,53522,other,pickup,Unknown,1,2018-07-14,114,good
4300,2001,jeep cherokee,6,gas,165000,automatic,offroad,blue,1,2018-12-21,35,fair
4650,2003,ram 2500,6,diesel,215737,automatic,pickup,silver,1,2019-02-24,46,salvage
3900,2011,ford focus se,4,gas,149875,automatic,sedan,Unknown,0,2018-12-14,39,fair
2200,2002,ford ranger,6,gas,209000,automatic,truck,silver,1,2019-04-01,9,salvage
2400,2005,hyundai sonata,6,gas,146050,automatic,sedan,grey,0,2019-02-21,21,fair
4900,2008,nissan rogue,4,gas,131400,automatic,SUV,grey,1,2018-05-16,25,fair
7700,2013,nissan rogue,4,gas,80000,automatic,SUV,white,0,2019-02-05,20,good
16995,2014,ford f-150,6,gas,159025,automatic,pickup,white,1,2018-11-16,33,fair
2800,2004,hyundai santa fe,6,gas,104266,automatic,SUV,silver,0,2018-07-15,20,fair
2495,2007,honda odyssey,6,gas,108381,automatic,mini-van,Unknown,0,2018-05-04,34,fair
13495,2014,subaru outback,4,gas,117234,automatic,wagon,silver,1,2018-12-26,27,fair
2300,2007,ford focus se,4,gas,83000,automatic,sedan,grey,0,2019-03-01,16,good
2995,2002,toyota camry le,4,gas,181375,automatic,sedan,Unknown,0,2018-12-07,14,salvage
3995,2010,honda accord,4,gas,190553,automatic,sedan,blue,0,2018-12-03,60,salvage
6200,2013,nissan sentra,4,gas,109000,automatic,sedan,Unknown,0,2018-10-06,19,fair
6500,2013,volkswagen passat,5,gas,124000,automatic,sedan,silver,0,2019-04-12,44,fair
4500,2012,chrysler 200,4,gas,85000,automatic,sedan,Unknown,0,2018-12-07,31,good
3995,2000,ford mustang,6,gas,126774,manual,coupe,custom,0,2018-05-10,122,fair
5995,2008,nissan versa,4,gas,99952,automatic,hatchback,Unknown,0,2018-05-27,54,good
6495,2010,kia soul,4,gas,116143,automatic,wagon,Unknown,0,2018-08-31,13,fair
2800,2004,gmc sierra 1500,6,gas,175000,automatic,truck,Unknown,1,2018-08-24,5,fair
33980,2014,chevrolet silverado 2500hd,8,diesel,91000,automatic,truck,red,1,2018-06-22,40,good
16980,2008,jeep wrangler unlimited,6,gas,125000,automatic,SUV,custom,1,2018-12-09,34,fair
16980,2010,jeep wrangler unlimited,6,gas,125000,automatic,SUV,custom,1,2018-10-17,51,fair
11980,2015,ford fusion se,4,gas,53000,automatic,sedan,Unknown,0,2019-01-09,7,good
24980,2015,jeep wrangler unlimited,6,gas,47000,automatic,SUV,red,1,2018-08-05,127,good
2500,2000,toyota corolla,4,gas,188000,automatic,sedan,blue,0,2018-12-14,5,salvage
31995,2016,toyota tundra,8,gas,69912,automatic,truck,black,1,2018-09-27,40,good
14995,2017,subaru outback,4,gas,87836,automatic,wagon,Unknown,1,2018-07-04,40,good
22300,2016,chevrolet camaro lt coupe 2d,6,gas,31627,other,coupe,Unknown,0,2019-01-14,5,excellent
19500,2015,chevrolet suburban,8,gas,189000,automatic,SUV,black,1,2018-06-06,64,salvage
6950,2003,ram 1500,8,gas,172625,automatic,truck,custom,1,2019-04-10,64,fair
20950,2015,ford f150,6,gas,103597,automatic,truck,black,1,2018-05-25,32,fair
25950,2011,ford f250,8,diesel,167239,automatic,truck,black,1,2018-05-16,69,fair
16950,2010,ford f150,8,gas,117786,automatic,truck,white,1,2018-10-07,56,fair
500,2006,ford taurus,6,gas,114949,automatic,sedan,silver,0,2019-01-30,50,fair
24980,2016,gmc sierra 1500,8,gas,30000,automatic,truck,silver,1,2018-07-18,15,excellent
12980,2018,kia soul,4,gas,27000,automatic,SUV,green,0,2019-04-13,45,excellent
9000,2008,toyota prius,4,hybrid,82280,automatic,hatchback,Unknown,0,2018-05-11,126,good
30500,2018,subaru outback,6,gas,43000,automatic,SUV,blue,1,2019-04-01,32,good
19700,2017,chevrolet camaro lt coupe 2d,6,gas,35807,other,coupe,black,0,2018-12-03,38,excellent
7400,2015,chrysler 200,4,gas,82000,automatic,sedan,grey,0,2018-10-12,62,good
16995,2017,subaru forester,4,gas,85261,automatic,SUV,Unknown,1,2019-03-31,8,good
16500,2002,chevrolet corvette,8,gas,49100,automatic,convertible,black,0,2019-01-27,60,good
5750,2005,dodge dakota,8,gas,114000,automatic,pickup,Unknown,1,2018-06-24,45,fair
5200,2001,ford f-250,8,diesel,278600,automatic,pickup,blue,1,2018-10-26,26,salvage
3595,2001,ford mustang,6,gas,138000,automatic,coupe,Unknown,0,2018-08-27,40,fair
3000,2002,cadillac escalade,8,gas,130000,automatic,SUV,black,1,2018-06-05,8,fair
2695,1999,chevrolet malibu,6,gas,141000,automatic,sedan,green,0,2019-01-28,62,fair
3500,2006,toyota prius,4,gas,208000,automatic,hatchback,Unknown,0,2019-03-23,60,salvage
3695,2003,ford expedition,8,gas,185000,automatic,SUV,grey,0,2018-10-11,41,salvage
2400,2004,chevrolet trailblazer,6,gas,190000,automatic,SUV,blue,1,2018-11-21,37,salvage
2995,2000,subaru outback,4,gas,214000,automatic,wagon,green,1,2018-05-25,53,salvage
2995,2000,ram 1500,8,gas,244000,automatic,pickup,Unknown,0,2018-07-24,30,salvage
25600,2017,ford mustang gt coupe 2d,8,gas,42957,other,coupe,black,0,2018-12-03,12,good
18600,2012,ford mustang gt coupe 2d,8,gas,96562,other,coupe,Unknown,0,2018-08-18,22,good
2800,2009,ford escape,4,gas,168689,automatic,SUV,red,0,2018-06-05,10,fair
2395,2001,subaru outback,4,gas,295000,automatic,wagon,white,1,2019-01-11,21,salvage
42500,2016,gmc sierra 1500,8,gas,54750,automatic,pickup,black,1,2019-01-24,22,good
2995,2002,ford taurus,6,gas,154000,automatic,sedan,silver,0,2019-01-06,16,fair
2495,2005,ford focus,4,gas,56000,automatic,sedan,black,0,2018-06-25,27,good
14995,2008,chevrolet silverado 1500,8,gas,93300,automatic,truck,grey,1,2018-12-20,15,good
15995,2013,honda cr-v,4,gas,60150,automatic,wagon,brown,1,2019-03-31,35,good
8995,2006,chevrolet silverado 2500hd,8,gas,140610,automatic,truck,custom,1,2018-08-21,106,fair
8995,2014,chevrolet cruze,4,gas,90700,automatic,sedan,white,0,2019-04-16,16,good
7995,2006,chevrolet silverado 1500,8,gas,155500,automatic,truck,custom,1,2019-03-08,57,fair
17900,2014,chevrolet silverado,6,gas,102195,automatic,pickup,Unknown,1,2018-06-01,13,fair
18900,2007,toyota tundra,8,gas,95604,automatic,truck,blue,1,2019-03-24,24,good
4800,2011,ford escape,6,gas,118388,automatic,SUV,silver,0,2018-07-04,42,fair
1900,2003,chevrolet impala,6,gas,95000,automatic,sedan,blue,0,2018-10-19,30,good
6950,2015,kia soul,4,gas,118000,automatic,wagon,Unknown,0,2018-12-28,7,fair
5000,2004,chevrolet suburban,8,gas,181000,automatic,SUV,brown,1,2019-02-11,36,salvage
2800,2003,subaru forester,4,gas,107234,automatic,sedan,Unknown,1,2018-06-08,36,fair
3900,2004,honda accord,4,gas,85235,automatic,sedan,Unknown,0,2018-10-10,57,good
4450,2010,toyota prius,4,gas,130245,automatic,sedan,red,0,2019-03-30,163,fair
5895,2008,honda cr-v,4,gas,133920,automatic,SUV,white,1,2018-07-17,24,fair
4900,2003,toyota 4runner,8,gas,205000,automatic,SUV,black,1,2018-06-14,26,salvage
800,2003,honda accord,4,gas,182152,automatic,sedan,brown,0,2019-03-15,30,salvage
3200,2009,chevrolet impala,6,gas,180000,automatic,sedan,red,0,2018-09-25,195,fair
16995,2015,toyota camry,4,gas,35946,automatic,sedan,blue,0,2018-05-20,69,excellent
4195,2001,ford f-250 sd,8,gas,190270,manual,truck,white,0,2018-09-27,44,salvage
4000,2002,chevrolet silverado,8,gas,183000,automatic,pickup,white,0,2018-12-06,47,salvage
3195,2009,ford f-150,8,gas,254249,automatic,truck,yellow,0,2018-10-13,20,salvage
3495,2000,honda accord,4,gas,177000,automatic,sedan,brown,0,2019-03-18,29,fair
2995,2002,subaru outback,4,gas,171000,automatic,wagon,green,1,2018-09-19,65,fair
4000,2004,toyota tacoma,4,gas,132700,automatic,pickup,red,0,2018-09-21,31,fair
6800,2010,nissan rogue,4,gas,108323,automatic,hatchback,Unknown,1,2018-11-28,11,fair
6999,2013,dodge charger,6,gas,103,automatic,sedan,black,0,2018-11-19,25,like new
3500,1999,chevrolet silverado 1500,8,gas,190,automatic,truck,white,0,2018-08-21,23,like new
7000,2013,dodge charger,6,gas,103,automatic,sedan,black,0,2018-12-26,89,like new
2900,2007,hyundai sonata,4,gas,156700,automatic,sedan,blue,0,2018-06-11,59,fair
8500,1995,ford f-150,8,gas,126000,automatic,truck,brown,0,2018-07-10,39,fair
10000,2010,ford f-150,8,gas,176000,automatic,truck,white,1,2018-10-06,13,fair
3900,2001,ford f150,8,gas,177177,automatic,pickup,black,1,2019-01-21,47,fair
24999,2012,chevrolet camaro,8,gas,6200,manual,coupe,black,0,2018-05-10,54,like new
16999,2011,bmw x5,6,gas,74000,automatic,SUV,Unknown,1,2018-12-30,42,good
3950,2005,honda cr-v,4,gas,140000,automatic,SUV,silver,0,2018-12-15,9,fair
18500,2011,chevrolet silverado,8,diesel,144500,automatic,pickup,red,0,2019-02-18,26,fair
2900,2008,nissan versa,4,gas,167000,automatic,sedan,blue,0,2019-04-07,18,fair
5995,2010,ford fusion se,4,gas,115000,automatic,sedan,Unknown,0,2019-01-06,8,fair
6552,2005,ford f-150,8,gas,161063,automatic,truck,red,1,2018-07-04,17,fair
38000,2015,chevrolet silverado 3500hd,8,gas,35209,automatic,truck,white,1,2018-12-12,26,excellent
23500,2018,ram 1500,8,gas,6600,automatic,truck,grey,1,2018-09-15,60,like new
3450,2004,chevrolet silverado 1500,8,gas,155,automatic,pickup,white,0,2019-04-09,28,like new
1000,2004,chevrolet malibu,6,gas,282000,automatic,sedan,white,0,2018-06-23,33,salvage
9200,2016,chevrolet malibu,4,gas,84000,automatic,sedan,black,0,2018-05-25,40,good
30000,2008,ram 2500,6,diesel,52500,automatic,pickup,black,1,2018-10-06,90,good
5100,2010,honda civic,4,gas,140000,automatic,sedan,grey,0,2018-05-01,3,fair
9500,2011,ford f-150,6,gas,178000,automatic,truck,red,1,2019-02-24,19,fair
8950,2018,ford focus se,4,gas,53363,automatic,sedan,grey,0,2018-07-27,30,good
6500,1996,ford f250,8,diesel,322936,manual,truck,blue,1,2018-07-09,9,salvage
7500,2008,nissan frontier,6,gas,153000,automatic,truck,black,1,2018-10-13,16,fair
10999,2018,hyundai sonata,5,gas,28350,automatic,sedan,white,0,2018-10-03,35,excellent
1800,2006,ford fusion,6,gas,163917,automatic,sedan,brown,0,2018-06-16,52,fair
19995,2014,ram 1500,8,gas,92112,automatic,truck,white,1,2018-12-22,65,good
17250,2016,honda cr-v,4,gas,54000,automatic,SUV,blue,1,2019-03-14,21,good
9450,2012,honda accord,4,gas,112000,automatic,sedan,white,0,2019-01-29,77,fair
7250,2010,honda civic lx,4,gas,116000,automatic,sedan,blue,0,2018-09-13,92,fair
9950,2013,honda civic,4,gas,79000,automatic,sedan,white,0,2018-11-02,11,good
6750,2007,honda civic,4,gas,85000,automatic,sedan,blue,0,2019-03-28,71,good
10250,2014,honda civic,4,gas,110000,automatic,sedan,grey,0,2019-03-04,23,fair
6450,2007,honda civic,4,gas,101000,automatic,sedan,silver,0,2019-02-25,30,fair
13950,2014,honda civic,4,gas,45000,automatic,sedan,blue,0,2019-02-09,112,good
8450,2009,honda cr-v,4,gas,80000,automatic,SUV,grey,1,2018-11-27,41,good
16450,2017,honda accord,4,gas,49000,automatic,sedan,red,0,2018-05-03,61,good
18000,2013,ram 1500,8,gas,145000,automatic,truck,brown,1,2018-05-09,3,fair
10500,2014,chevrolet silverado,6,gas,114164,automatic,pickup,white,0,2018-11-17,92,fair
15495,2014,subaru forester,4,gas,82399,automatic,SUV,blue,1,2018-12-09,56,good
4500,2006,jeep liberty,6,gas,124127,automatic,SUV,Unknown,1,2018-11-29,30,fair
2600,2008,honda civic,4,gas,191000,automatic,coupe,black,0,2018-09-05,26,salvage
3500,2006,chevrolet malibu,6,gas,82000,automatic,sedan,silver,0,2019-03-20,19,good
7000,2011,subaru forester,4,gas,123075,automatic,SUV,blue,1,2018-11-11,108,fair
3450,2003,jeep liberty,6,gas,152500,automatic,SUV,Unknown,1,2018-12-23,25,fair
2995,2006,chevrolet impala,6,gas,113820,automatic,sedan,red,0,2019-01-13,30,fair
14995,2011,ford f150,8,gas,83100,automatic,pickup,blue,1,2018-07-19,27,good
10000,2003,ford f-250,8,diesel,238800,automatic,pickup,white,1,2018-11-28,34,salvage
19500,2015,chevrolet suburban,8,gas,189000,automatic,SUV,black,1,2018-10-20,44,salvage
3950,2004,chevrolet silverado,8,gas,140742,automatic,pickup,red,1,2019-01-23,80,fair
31350,2015,jeep wrangler,6,gas,34053,automatic,SUV,Unknown,1,2019-04-03,58,excellent
45900,2017,ford f250,8,gas,25000,automatic,truck,white,1,2018-07-20,102,excellent
9900,2004,toyota 4runner,6,gas,112900,automatic,SUV,Unknown,1,2018-07-12,61,fair
1850,2000,honda accord,4,gas,333000,automatic,coupe,brown,0,2019-03-26,83,salvage
14777,2014,ford f-150,6,gas,103954,automatic,truck,black,1,2018-10-11,37,fair
13999,2017,nissan altima,4,gas,84802,automatic,sedan,silver,0,2018-10-01,38,good
4300,2009,toyota camry,6,gas,165378,automatic,coupe,black,0,2018-05-17,24,fair
8995,2004,chevrolet silverado 1500,8,gas,90694,automatic,pickup,blue,1,2019-03-14,86,good
10950,2014,ford fusion,4,gas,56296,automatic,sedan,black,0,2018-12-08,18,good
4950,2012,ford focus,4,gas,100000,automatic,hatchback,grey,0,2018-10-12,6,good
1500,2000,subaru impreza,4,gas,150000,automatic,wagon,white,1,2018-12-05,80,fair
5995,2010,chevrolet traverse,6,gas,124047,automatic,SUV,white,0,2018-08-17,11,fair
4995,2011,chrysler 200,4,gas,96488,automatic,sedan,silver,0,2018-11-29,31,good
5800,2010,ford fusion se,4,gas,112427,automatic,sedan,black,0,2018-09-08,28,fair
9000,2001,gmc sierra 1500,8,gas,117000,automatic,truck,yellow,1,2018-05-13,33,fair
1300,2002,toyota corolla,4,gas,169600,automatic,sedan,Unknown,0,2018-07-12,41,fair
4490,2008,ford f-150,8,gas,116445,automatic,truck,blue,0,2018-12-26,63,fair
9000,2009,ford f150,8,gas,245220,automatic,pickup,white,1,2019-02-08,11,salvage
7400,2003,ford econoline,6,gas,128787,automatic,van,white,0,2019-01-08,25,fair
3000,2001,chevrolet silverado,8,gas,153387,automatic,pickup,blue,0,2018-11-24,44,fair
26999,2012,ford f350,8,diesel,153322,automatic,pickup,white,1,2018-06-22,30,fair
35999,2016,chevrolet silverado 2500hd,8,diesel,144537,automatic,pickup,white,1,2018-08-16,16,fair
2500,2003,ford expedition,8,gas,347128,automatic,SUV,white,1,2019-01-16,35,salvage
12377,2011,toyota sienna,6,gas,124394,automatic,mini-van,Unknown,1,2018-10-04,105,fair
20200,2018,nissan frontier crew cab sv,6,gas,49596,other,pickup,black,1,2018-10-10,36,good
7295,2009,chevrolet traverse,6,gas,102000,automatic,SUV,silver,1,2019-02-18,26,fair
25000,2014,toyota tundra,8,gas,127000,automatic,truck,black,1,2018-05-19,57,fair
15995,2015,subaru forester,4,gas,78655,automatic,SUV,brown,1,2018-05-17,36,good
31995,2015,ram 1500,8,gas,22472,automatic,truck,black,0,2018-12-07,57,excellent
3500,2006,chevrolet silverado,8,gas,202000,automatic,pickup,grey,1,2018-09-18,33,salvage
3350,2002,toyota camry,6,gas,160000,manual,sedan,grey,0,2019-04-08,31,fair
8700,2017,ford fusion se,4,gas,70000,automatic,sedan,Unknown,0,2018-10-12,45,good
25777,2016,gmc sierra 1500,8,gas,31918,automatic,truck,Unknown,1,2019-01-24,25,excellent
3499,2006,toyota prius,4,hybrid,183701,automatic,hatchback,silver,0,2018-12-11,80,salvage
3000,2005,ford f150,8,gas,239670,automatic,truck,brown,1,2019-01-29,5,salvage
6995,2009,honda cr-v,4,gas,146200,automatic,SUV,blue,1,2018-12-28,50,fair
4500,2012,kia soul,4,gas,103800,automatic,hatchback,black,0,2019-02-01,33,fair
9977,2013,nissan altima,4,gas,55672,automatic,sedan,red,0,2018-05-17,6,good
4499,2007,honda accord,6,gas,121887,automatic,sedan,grey,0,2018-11-03,13,fair
5699,2007,acura tl,6,gas,105298,automatic,sedan,grey,0,2018-09-26,35,fair
4499,2008,honda civic,4,gas,131346,automatic,sedan,black,0,2018-06-21,6,fair
3995,2004,honda accord,4,gas,125176,automatic,sedan,Unknown,0,2018-09-15,7,fair
7899,2015,toyota corolla,4,gas,108827,automatic,sedan,white,0,2018-09-19,36,fair
7995,2013,volkswagen passat,5,gas,81000,automatic,sedan,grey,0,2019-03-09,41,good
38700,2016,jeep wrangler unlimited,6,gas,52000,automatic,SUV,blue,0,2018-09-02,29,good
2000,2004,chevrolet silverado 1500,6,gas,153315,manual,pickup,green,0,2018-09-04,78,fair
3695,2010,nissan versa,4,gas,74000,manual,sedan,red,0,2019-03-30,31,good
2999,2003,toyota camry le,4,gas,152811,automatic,sedan,blue,0,2018-09-27,11,fair
4200,2006,toyota sienna,6,gas,167465,automatic,van,blue,0,2019-03-24,81,fair
6500,2003,gmc sierra,8,gas,146523,automatic,truck,white,1,2018-11-30,78,fair
17999,2016,ram 3500,8,diesel,327000,automatic,truck,white,1,2018-05-14,35,salvage
500,2014,ford focus se,4,diesel,68499,automatic,sedan,Unknown,0,2019-02-20,83,good
34995,2013,chevrolet corvette,8,gas,4100,manual,coupe,orange,0,2018-05-18,34,like new
23800,2018,nissan frontier crew cab sv,6,gas,10899,other,pickup,Unknown,1,2018-05-02,18,excellent
23000,2014,ford f150 supercrew cab xlt,6,gas,77994,other,pickup,Unknown,1,2018-05-04,65,good
5000,2006,chevrolet silverado 1500,8,gas,191000,automatic,pickup,grey,1,2018-06-16,6,salvage
4995,2005,honda odyssey,6,gas,178853,automatic,mini-van,silver,0,2018-09-28,42,fair
9995,2009,honda pilot,6,gas,125753,automatic,SUV,black,0,2018-11-30,38,fair
2995,2005,toyota corolla,4,gas,199000,automatic,sedan,Unknown,0,2018-08-17,71,salvage
2995,2002,chevrolet suburban,8,gas,247548,automatic,SUV,white,1,2018-06-25,54,salvage
8495,2009,honda pilot,6,gas,121107,automatic,SUV,silver,1,2019-02-22,57,fair
7995,2011,toyota rav4,4,gas,118598,automatic,SUV,white,1,2018-06-11,36,fair
6995,2007,toyota rav4,4,gas,150000,automatic,SUV,black,1,2019-01-13,20,fair
7900,2013,honda accord,4,gas,151087,automatic,sedan,Unknown,0,2018-11-06,27,fair
3600,2008,ford escape,6,gas,145000,automatic,SUV,white,1,2018-07-25,64,fair
5500,2005,subaru forester,4,gas,56000,automatic,wagon,custom,1,2018-05-07,40,good
